Base ID:,National ID:,Unlic. ID:,Unl. Nat. ID:,Nationality:,,Deprecated nat.:,,Full real name:,Proposed in-game name:,Date of birth:,Soccerway:,Name in home country or alternative:,Real name in-game:,Real name in-game (japanese):,Real name in-game (chinese):,License status:,Adaptability:,Look-alike name:,Look-alike name (japansese):,Fake name:,Fake name (japanese),Fake name (chinese):,PES 2021:,PES 2020:,PES 2019:,PES 2018:,PES 2017:,PES 2016:,PES 2015:
269,131341,262413,393485,236,Spanish,‒,‒,Joan Francesc 'Rubi' Ferrer Sicilia,RUBI,2/5/1970,292869,,,,,FALSE,78,RAGUENEZ,ラゲネス,"O. KARMONA
D. COGHEN
Y. CAMPINA
J. TORRELLO","オスカル カルモナ
ダミア コーエン
ジョルディ カンピニャ
ホセ イグナシオ トレジョ",奥斯卡·卡尔莫纳,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
270,131342,262414,393486,241,Welsh,‒,‒,Christopher 'Chris' Patrick Coleman,,6/10/1970,121741,,"C. COLEMAN
C .COLEMAN",クリス コールマン,克里斯·科尔曼,TRUE,77,COTTON,コットン,"H. MYERSCOUGH
J. THORNE
N. WARHURST","ヒューイ マイヤーズコフ
ジョサイア ソーン
ニッキー ウォーハルスト",,,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
271,131343,262415,393487,190,Turkish,‒,‒,Fatih Terim,,9/4/1953,33471,,"F. TERİM
F. TERIM
F .TERIM",ファティー テリム,法提赫·泰里姆,TRUE,83,TAMLEK,タムレク,"U. ERDEM
H. BALAMIR","ウミト エルデム
ハサド バラミル",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
272,131344,262416,393488,225,Northern Irish,‒,‒,Michael Andrew Martin O'Neill,MICHAEL O'NEILL,7/5/1969,185697,,M. O'NEILL,マイケル オニール,迈克尔·奥尼尔,TRUE,73,OLEAVES,オリーヴズ,"H. BRAUN
S. URSULA
R. HOLD","ハンク ブラウン
スパイク アーシュラ
レジー ホールド",汉克·布朗,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
273,131345,262417,393489,225,Northern Irish,‒,‒,Martin Hugh Michael O'Neill,MARTIN O'NEILL,3/1/1952,110688,,,,,FALSE,77,OLEAVES,オリーヴズ,"Q. NASH
H. SWIRE
B. LOVELOCK
N. CREED","クェンティン ナッシュ
ホゼア スウィア
ブライアン ラヴロック
ニック クリード",昆廷·纳什,,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
274,131346,262418,393490,148,Colombian,‒,‒,Juan Carlos Osorio Arbeláez,J. C. OSORIO,6/8/1961,85255,,J. OSORIO,ファン オソリオ,胡安·奥索里奥,TRUE,76,OQUISCO,オキスコ,"F. RIESGO
I. LLORET
M. LOMBARDERO
G. MERINO","ファウスト リエスゴ
イノセンシオ リョレート
マルティ ロンバルデーロ
ガウルテリオ メリーノ",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
275,131347,262419,393491,144,Argentine,‒,‒,Gustavo Adolfo Costas Makeira,G. COSTAS,2/28/1963,169854,,,,,FALSE,,COPIAPO,コピアポ,F. DE CERVANTES,フェリペ デ セルバンテス,,,,,,,PES2016,PES2015
276,131348,262420,393492,147,Chilean,‒,‒,Emiliano Eduardo Astorga Lobos,,9/21/1960,170509,,E. ASTORGA,アストルガ,,TRUE,,,,K. BASSANO,クリスティアン バッサーノ,,,,,,PES2017,PES2016,
277,131349,262421,393493,147,Chilean,‒,‒,José Luis 'Coto' Sierra Pando,J. L. SIERRA,12/5/1968,169469,,,,,FALSE,,SEGNAGUA,セニャガ,A. GERALDO,アンデル ヘラルド,,,,,,,PES2016,PES2015
278,131350,262422,393494,148,Colombian,‒,‒,Reinaldo Rueda Rivera,,4/16/1957,149541,,R. RUEDA,レイナルド ルエダ,,TRUE,80,REIJA,レイハ,"L. MONASTERIO
J. ANCHIETA
G. TENA","ルーカス モナステリオ
ホナサン アンチエータ
ジェネ テナ",卢卡斯·莫纳斯特里奥,PES2021,PES2020,PES2019,PES2018,,,PES2015
279,131351,262423,393495,228,Portuguese,‒,‒,Marco Alexandre Saraiva da Silva,,7/12/1977,210906,,M. SILVA,シルヴァ,,TRUE,80,,,"L. PESSANHA
R. ANDRADE
N. BETHANCOURT
X. VALENTE","ラウレンソ ペサーニャ
ハイムンド アンドラージ
ニコラオ ベタンコウト
サンチ ヴァレンテ",劳伦科·佩萨尼亚,,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
280,131352,262424,393496,152,Uruguayan,‒,‒,Óscar Washington 'El Maestro' Tabárez Silva,Ó. TABÁREZ,3/3/1947,130149,,,,,FALSE,,TOZGAL,トスハル,,,,,,,,,,PES2015
281,131353,262425,393497,144,Argentine,‒,‒,Jorge Luis Sampaoli Moya,,3/13/1960,149310,,J. SAMPAOLI,ホルヘ サンパオリ,,TRUE,82,SILQUEN,シルケン,"F. EIZAGUIRRE
O. PRECIADO","フランセスク イサギーレ
オスカル プレシアード",弗兰塞斯克·埃萨奇尔,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
282,131354,262426,393498,149,Ecuadorian,‒,‒,Juan Carlos Garay,J. C. GARAY,9/15/1968,328687,,,,,FALSE,,GUIZOLNA,ギソルナ,,,,,,,,,,PES2015
283,131355,262427,393499,145,Bolivian,‒,‒,Gustavo Enrique Domingo Quinteros Desabato,,2/15/1965,175934,,G. QUINTEROS,グスタボ キンテロス,古斯塔沃·金特罗斯,TRUE,70,QUACUTOZ,カクトス,"H. SANTOS
M. YUBERO
L. BENGUELER","エルナン サントス
マルティ ユベーロ
レオナルド ベンゲレール",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
284,131356,262428,393500,208,French,‒,‒,Willy Sagnol,W. SAGNOL,3/18/1977,540,,W. SAGNOL,ウィリー サニョル,维利·萨尼奥尔,TRUE,71,SPRAMOU,スプラム,M. DELACOUR,マルコ ドラクール,,PES2021,,,,,PES2016,PES2015
285,131357,262429,393501,204,English,‒,‒,Ian Scott Holloway,I. HOLLOWAY,3/12/1963,136327,,,,,FALSE,,HANDERS,ハンダーズ,"R. COLLINS
N. BUEB","リンゴ コリンズ
ニコル ビューブ",,,,,PES2018,PES2017,,PES2015
286,131358,262430,393502,147,Chilean,‒,‒,Héctor Santiago 'Tito' Tapia Urdile,,9/30/1977,234528,,H. TAPIA,タピア,,TRUE,65,TARANLLA,タランジャ,I. CAMINER,イサーク カミネル,伊萨克·卡米内尔,PES2021,,,,PES2017,,PES2015
287,131359,262431,393503,147,Chilean,‒,‒,Luis Antonio Marcoleta Yáñez,,2/2/1959,170489,,L. MARCOLETA,ルイス マルコレタ,,TRUE,61,,,,,,,,PES2019,PES2018,,,
288,131360,262432,393504,147,Chilean,‒,‒,Héctor Hernán Pinto Lara,H. PINTO,6/12/1951,347523,,,,,FALSE,,PARRIZO,パリーソ,G. CARRION,ガルデル カリオン,,,,,,,PES2016,PES2015
289,131361,262433,393505,207,Finnish,‒,‒,Sami Tuomas Hyypiä,S. HYYPIÄ,10/7/1973,2967,,,,,FALSE,,HARPUREN,ハルプレン,,,,,,,,,,PES2015
290,131362,262434,393506,194,Austrian,‒,‒,Adolf 'Adi' Hütter,,2/11/1970,178757,,A. HÜTTER,アドルフ ヒュッテル,,TRUE,74,,,,,,,,PES2019,PES2018,,,
291,131363,262435,393507,189,Israeli,‒,‒,Guy Luzon,,8/7/1975,297905,גיא לוזון‎,G. LUZON,ルゾン,,TRUE,,,,H. MORRISON,ハリソン モリソン,,,,,,,PES2016,PES2015
292,131364,262436,393508,208,French,‒,‒,Rolland Courbis,R. COURBIS,8/12/1953,242685,,,,,FALSE,,CARAMQUA,カランカ,"J. DELABORDE
A. GHOSN","ジャン ユーグ デラボルド
オーギュスタン ゴーン",,,,,,PES2017,PES2016,PES2015
293,131365,262437,393509,236,Spanish,‒,‒,Javier Álvarez de los Mozos,J. ÁLVAREZ,2/9/1976,470093,,,,,FALSE,,,,R. DE BLAS,ルーベン デ ブラス,,,,,,PES2017,,
294,131366,262438,393510,208,French,‒,‒,Sabri Lamouchi,,11/9/1971,246065,,S. LAMOUCHI,ラムシ,,TRUE,71,LIBOUGUI,リブギ,"A. CAZE
A. BARRAUT","アレクシス エマニュエル カズ
アルセーヌ バロー",阿列克西-埃马纽埃尔·卡泽,PES2021,PES2020,PES2019,PES2018,,PES2016,PES2015
295,131367,262439,393511,208,French,‒,‒,Jean-Luc Vasseur,J.-L. VASSEUR,1/1/1969,200393,,,,,FALSE,65,VESEUR,ヴェシュール,"E. GHESQUIERE
A. CHANTECAILLE
E. KRUGER
R. AGNOLUTTO
B. FOUCHE","エリック ゲスキエール
アミルカーレ シャンテカイユ
エティエンヌ クルージェ
ロジェ アニョルト
バルタザール フーシェ",,,,PES2019,PES2018,,PES2016,PES2015
296,131368,262440,393512,228,Portuguese,‒,‒,António 'Toni' Conceição da Silva Oliveira,TONI CONCEIÇÃO,12/6/1961,178322,,,,,FALSE,,CASARRO,カザホ,,,,,,,,,,PES2015
297,131369,262441,393513,228,Portuguese,‒,‒,Paulo Alexandre Rodrigues Fonseca,,3/5/1973,195779,,PAULO FONSECA,パウロ フォンセカ,保罗·丰塞卡,TRUE,82,FERHAZA,フェリャンザ,"C. AYRES
M. CUNHA
L. CAVALCANTE","クレメンティオ アイレス
マルコス クーニャ
ルイス カヴァルカンテ",克莱门蒂奥·艾雷斯,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
299,131371,262443,393515,236,Spanish,‒,‒,Julen Lopetegui Argote,,8/28/1966,197889,,"LOPETEGUI
J. LOPETEGUI",ロペテギ,,TRUE,82,,,"C. TUNAL
D. ZAMACOIS","セシリオ トゥナル
ディエゴ サマコイス",塞西略·图纳尔,PES2021,PES2020,PES2019,PES2018,,PES2016,PES2015
300,131372,262444,393516,241,Welsh,‒,‒,Kenneth 'Kenny' Francis Jackett,K. JACKETT,1/5/1962,154847,,,,,FALSE,,JIGSHIRE,ジグシャー,"P. LAYCOCK
E. GRINT","パーシバル レイコック
エドワード グリント",,,,,,PES2017,PES2016,PES2015
301,131373,262445,393517,227,Polish,‒,‒,Adam Nawałka,A. NAWAŁKA,10/23/1957,140545,,A. NAWALKA,アダム ナヴァウカ,,TRUE,81,NOJIAKLA,ノイアクワ,"J. CAVILL
D. BEUTTLER","ジェヒュー カヴィル
ドリスタン ボイトラー",,,,PES2019,PES2018,PES2017,PES2016,PES2015
302,131374,262446,393518,162,Australian,‒,‒,Angelos 'Ange' Postecoglou,,8/27/1965,212028,Άγγελος Ποστέκογλου,A. POSTECOGLOU,"アンジェ ポステコグルー
エンジェロス ポステコウル",安杰洛斯·波斯特科格卢,TRUE,77,PASTAGLU,パスタウル,"B. CHILTON
T. IZZET
H. BEVAN","バート チルトン
セオフィラス イゼット
ハーパル ベヴァン",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
303,131375,262447,393519,208,French,‒,‒,Alain Perrin,A. PERRIN,10/7/1956,210452,,,,,FALSE,72,POZARIN,ポザラン,"B. CHAMPOLLION
G. SCHAPIRA
F. VAUTHIER","ブリュノ シャンポリオン
ゴーティエ シャピラ
フィリッポ ヴォーティエ",布律诺·尚波利昂,,PES2020,PES2019,,,PES2016,PES2015
304,131376,262448,393520,146,Brazilian,‒,‒,Gilmar Dal Pozzo,G. DAL POZZO,9/1/1969,168694,,,,,FALSE,67,,,J. SABINO,ジュリオ サビーノ,儒利奥·萨比诺,PES2021,PES2020,,,,,
305,131377,262449,393521,148,Colombian,‒,‒,Jorge Luis Pinto Afanador,J. L. PINTO,12/16/1952,179342,,,,,FALSE,74,PACILLA,パシジャ,"I. LISTER
A. BAGUER
F. ROMAY
M. TAULER","イボ リステル
アリツ バゲール
フェリウ ロメイ
マテオ タウレル",伊沃·利斯特尔,,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
306,131378,262450,393522,148,Colombian,‒,‒,Luis Fernando Suárez Guzmán,L. F. SUÁREZ,12/23/1959,291,,,,,FALSE,74,SENIGA,セニハ,"D. GELPI
A. VORO","ディダック ゲルピ
アルバロ ボロ",,,,PES2019,,,PES2016,PES2015
307,131379,262451,393523,146,Brazilian,‒,‒,Augusto Sérgio 'Guto' Ferreira,GUTO FERREIRA,9/7/1965,176428,,,,,FALSE,69,,,"P. ALBUQUERQUE
N. MENESES
H. ALMADA
L. ECA","パウリーノ アルブケルケ
ヌーノ メネゼス
エリオドロ アルマダ
ラウレンソ エサ",保利诺·阿尔布凯克,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,
308,131380,262452,393524,204,English,‒,‒,Neil James Adams,N. ADAMS,11/23/1965,336012,,,,,FALSE,,ANGADE,アンゲイド,,,,,,,,,,PES2015
309,131381,262453,393525,228,Portuguese,‒,‒,Armando Gonçalves 'Petit' Teixeira,,9/25/1976,272551,,PETIT,プティ,佩蒂特,TRUE,71,PALZ,パウズ,"B. DA GAMA
H. ABOIM
D. MALAFAIA","バルトロメウ ダ ガマ
エイトル アボイム
ダニエウ マラファイア",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
310,131382,262454,393526,228,Portuguese,‒,‒,Manuel António Marques Machado,M. MACHADO,12/4/1955,141720,,,,,FALSE,70,MEYHARUM,メイアルム,"E. ADLER
C. BARRETO
T. CASTELO
J. ALBUQUERQUE
T. NORONHA
T. VALENTE","エロニウジ アドレル
カルロス バレト
チアゴ カステロ
ジョアキム アルブケルケ
チアゴ ノローニャ
チアゴ ヴァレンテ",,PES2021,,,PES2018,PES2017,PES2016,PES2015
311,131383,262455,393527,228,Portuguese,‒,‒,Paulo Sérgio Bento Brito,,2/19/1968,138488,,PAULO SÉRGIO,パウロ セルジオ,保罗·塞尔吉奥,TRUE,69,SARDINHO,サルディーニョ,,,,PES2021,PES2020,,,,,PES2015
312,131384,262456,393528,228,Portuguese,‒,‒,Rui Carlos Pinho da Vitória,,4/16/1970,141772,,"RUI VITÓRIA
R. VITORIA","ルイ ヴィトーリア
ヴィトーリア",鲁伊·维托里亚,TRUE,79,VICTAO,ヴィクトン,,,,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
313,131385,262457,393529,228,Portuguese,‒,‒,Pedro Rui da Mota Vieira Martins,,7/17/1970,153980,,PEDRO MARTINS,ペドロ マルティンス,佩德罗·马丁斯,TRUE,72,MABRAL,マブラウ,"B. CUNHA
N. SEQUEIRA
L. ABOIM","ベネジト クーニャ
ネトゥノ セケイラ
レアンドロ アボイム",,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
314,131386,262458,393530,204,English,‒,‒,Edward 'Eddie' John Frank Howe,E. HOWE,11/29/1977,169884,,,,,FALSE,77,HEYNEDON,ヘインドン,"R. PHILBY
F. CONQUEST
J. ALCOCK
A. BECKHAM","リチャード フィルビー
ファーガス コンクエスト
ジョン オールコック
アルフレッド ベッカム",里卡德·菲尔比,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
315,131387,262459,393531,228,Portuguese,‒,‒,Ricardo José Moutinho Chéu,R. CHÉU,5/14/1981,307715,,,,,FALSE,,CHACHIL,シャシウ,,,,,,,,,,PES2015
316,131388,262460,393532,228,Portuguese,‒,‒,Pedro Emanuel dos Santos Martins Silva,,2/11/1975,193143,,PEDRO EMANUEL,ペドロ エマヌエル,佩德罗·埃马努埃尔,TRUE,70,ELRRONEGUA,エウホネガ,"A. MOTTA
R. LOBATO
H. CAMARA
I. ATAIDE
E. BRANCO","アゴスティーニョ モッタ
ラファエル ロバト
エリオドロ カマラ
イニーゴ アタイジ
エジソン ブランコ",阿戈什蒂纽·莫塔,PES2021,PES2020,,PES2018,,PES2016,PES2015
317,131389,262461,393533,208,French,‒,‒,Albert Cartier,A. CARTIER,11/22/1960,155832,,,,,FALSE,69,CANZIER,カンジエール,"M. DELBONNEL
F. TURPIN
H. BOURGEA
R. TERZIAN","マティアス デルボネル
フェオドール テュルパン
アンリ ルイ ブルジェ
レイナルド テルジアン",,,,PES2019,PES2018,PES2017,PES2016,PES2015
318,131390,262462,393534,200,Croatian,‒,‒,Slaven Bilić,S. BILIĆ,9/11/1968,104690,,S. BILIC,ビリッチ,,TRUE,74,,,"D. ALAGIC
D. KATICIC
O. ANTIC","ドゥブラヴコ アラギッチ
ドラゴ カティチッチ
オトカル アンティッチ",杜布拉夫科·阿拉吉奇,PES2021,PES2020,,PES2018,PES2017,PES2016,PES2015
320,131392,262464,393536,199,Bulgarian,‒,‒,Ivaylo Bogdanov Petev,,7/9/1975,145415,Ивайло Богданов Петев,I. PETEV,"イヴァイロ ペテフ
ペテフ",伊瓦伊洛·彼得夫,TRUE,71,,,"S. KRASTEVICH
V. ATANASOV","ストイアン クラステヴィチ
ヴェリコ アタナソフ",,PES2021,,,PES2018,PES2017,PES2016,PES2015
321,131393,262465,393537,204,English,‒,‒,Mark Warburton,M. WARBURTON,9/6/1962,324579,,,,,FALSE,64,WENDERS,ウェンダーズ,"B. FIRMAN
D. LANNS","バディ ファーマン
ドナルド ランズ",巴迪·佛曼,PES2021,PES2020,,PES2018,PES2017,PES2016,PES2015
322,131394,262466,393538,203,Danish,‒,‒,Kent Nielsen,,12/28/1961,195694,,K. NIELSEN,"ケント ニールセン
ケント ニルスン
ニールセン",肯特·涅尔森,TRUE,70,,,,,,PES2021,PES2020,PES2019,,,,PES2015
323,131395,262467,393539,228,Portuguese,‒,‒,Carlos Manuel Brito Leal de Queiroz,C. QUEIROZ,3/1/1953,130178,,,,,FALSE,81,QUARRONAN,カホナン,"V. DOS SANTOS
G. ALVARES
R. MALAFAIA
L. SOTOMAIOR","ヴィコル ドス サントス
ゴンサロ アルヴァレス
フベンス マラファイア
ルシアーノ ソトマジョル",维索尔·多斯桑托斯,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
324,131396,262468,393540,232,Scottish,‒,‒,Stephen 'Steve' Evans,S. EVANS,10/30/1962,198655,,,,,FALSE,,EYNDEN,エインデン,"J. HURT
R. WINN","ジェフリー ハート
リック ヴィン",,,,,,PES2017,PES2016,PES2015
325,131397,262469,393541,226,Norwegian,‒,‒,Ole Gunnar Solskjær,,2/26/1973,182012,,O. SOLSKJÆR,オレ グンナー スールシャール,奥勒·索尔斯凯尔,TRUE,81,SKHELOOR,シェロール,T. VAZ,トーマス ヴァッツ,,PES2021,PES2020,PES2019,,,,PES2015
326,131398,262470,393542,208,French,‒,‒,Alain Giresse,A. GIRESSE,8/2/1952,111209,,,,,FALSE,75,GERMOUTIN,ジェルムタン,"M. LAMOULLER
T. DE VAN
R. VIGEE LEBRUN","マルタン ピエール ラモレール
ティメオ ド ヴァン
ルネ ヴィジェ ルブラン",,,,PES2019,PES2018,PES2017,PES2016,PES2015
327,131399,262471,393543,87,South African,‒,‒,Gordon Igesund,G. IGESUND,7/26/1957,172661,,,,,FALSE,,LJUBIGOLT,リュビゴールト,,,,,,,,,,PES2015
328,131400,262472,393544,197,Belgian,‒,‒,Georges Leekens,G. LEEKENS,5/18/1949,114523,,,,,FALSE,77,LOODBECH,ロートベフ,"O. VINK
J. BROUWER
D. SMIT","オト フィンク
ヤープ ヤン ブラウウェル
ディルクヤン スミット",,,,PES2019,PES2018,,PES2016,PES2015
329,131401,262473,393545,144,Argentine,‒,‒,Matías Jesús Almeyda,M. ALMEYDA,12/21/1973,195184,,M. ALMEIDA,アルメイダ,,TRUE,,,,,,,,,,,,PES2016,PES2015
330,131402,262474,393546,208,French,‒,‒,Patrice Beaumelle,P. BEAUMELLE,4/24/1978,318021,,,,,FALSE,,BORCNARD,ボルナール,,,,,,,,,,PES2015
331,131403,262475,393547,226,Norwegian,‒,‒,Åge Fridtjof Hareide,,9/23/1953,113154,,Å. HAREIDE,オーゲ ハレイデ,奥格·哈雷德,TRUE,82,,,"D. ANNIS
L. THOKELL
A. KEYES","ダニエル アニス
レノックス ソーケル
アルヴァ キーズ",,PES2021,PES2020,PES2019,PES2018,PES2017,,
332,131404,262476,393548,144,Argentine,‒,‒,Omar De Felippe,,4/3/1962,160433,,O. DE FELIPPE,"オマール デ フェリペ
デ フェリペ",奥马尔·德费利佩,TRUE,73,,,J. COLSA,ホセ カルロス コルサ,,PES2021,,PES2019,PES2018,PES2017,PES2016,
333,131405,262477,393549,144,Argentine,‒,‒,Darío Javier Franco Gatti,,1/17/1969,199711,,"D. FRANCO
D. FRANCO GATTI","ダリオ フランコ
フランコ ガッティ",,TRUE,70,,,V. BLANCO,ビセンテ ブランコ,,,,PES2019,,PES2017,PES2016,PES2015
334,131406,262478,393550,144,Argentine,‒,‒,Alejandro Javier Sabella,A. SABELLA,11/5/1954,110123,,,,,FALSE,,SAIOZA,サイオサ,,,,,,,,,,PES2015
335,131407,262479,393551,152,Uruguayan,‒,‒,Gustavo Cristian Matosas Paidón,,5/27/1967,197350,,G. MATOSAS,グスタボ マトサス,,TRUE,74,MEYORUZA,メジョルサ,D. LUKE,ダマゾ リューク,达马索·卢克,,PES2020,,PES2018,,,PES2015
336,131408,262480,393552,215,Italian,‒,‒,Andrea Camplone,A. CAMPLONE,7/27/1966,168812,,,,,FALSE,,CECCHALINI,チェッカリーニ,"G. ZANIOLO
F. GAMBADORI
E. LA MARMORA","ゴドフレード ザニオロ
ファリエロ ガンバドーリ
エロス ラ マルモラ",,,,,PES2018,PES2017,PES2016,PES2015
337,131409,262481,393553,152,Uruguayan,‒,‒,Pablo Eduardo Repetto Aquino,P. REPETTO,3/14/1974,156515,,,,,FALSE,,RAQUIZUTO,ラキスト,Q. MERCADO,キケ メルカド,,,,,,,PES2016,PES2015
338,131410,262482,393554,236,Spanish,‒,‒,Francisco 'Paco' Fernández Gómez,P. FERNÁNDEZ,10/25/1976,251952,,,,,FALSE,,FIDONAZ,フィドナス,,,,,,,,,,PES2015
339,131411,262483,393555,303,Serbian,‒,‒,Ljubinko Drulović,L. DRULOVIĆ,9/11/1968,222491,Љубинко Друловић,,,,FALSE,,DJAMBIC,ジャンビッチ,,,,,,,,,,PES2015
340,131412,262484,393556,235,Slovene,‒,‒,Srečko Katanec,S. KATANEC,7/16/1963,165913,,,,,FALSE,73,KORMAGAC,コルマガツ,"M. ENFIELD
M. COTTEE
W. FORD","ミッチ エンフィールド
メリル コティー
ウェーズリー フォード",米奇·恩菲尔德,PES2021,PES2020,PES2019,PES2018,PES2017,PES2016,PES2015
341,131413,262485,393557,232,Scottish,‒,‒,Paul Lambert,P. LAMBERT,8/7/1969,140511,,,,,FALSE,69,LENGERD,レンガード,"T. WINGFEILD
I. MOTT
H. MOTT
I. ROSENIOR","トレヴァー ウィングフィールド
イアン モット
ホレーショー モット
イオン ロゼニア",,,,PES2019,PES2018,PES2017,PES2016,PES2015
342,131414,262486,393558,236,Spanish,‒,‒,Raúl Caneda Pérez,,1/21/1969,232173,,R. CANEDA,カネダ,,TRUE,,,,,,,,,,,,PES2016,PES2015
343,131415,262487,393559,215,Italian,‒,‒,Alberto Zaccheroni,A. ZACCHERONI,4/1/1953,114051,,,,,FALSE,80,ZEPPERADA,ツェッペラーダ,M. REGUZZONI,ミカル レグッツォーニ,,,,PES2019,,,,PES2015
344,131416,262488,393560,16,South Korean,‒,‒,Hong Myung-bo,H. MYUNG-BO,2/12/1969,80183,홍명보,,,,FALSE,,HAN MOON GUK,ハン ムングク,,,,,,,,,,PES2015
345,131417,262489,393561,229,Romanian,‒,‒,Victor Pițurcă,V. PIȚURCĂ,5/8/1956,33491,,V. PITURCA,ピトゥルカ,,TRUE,,PAXIMUTI,パシムチ,,,,,,,,,PES2016,PES2015
346,131418,262490,393562,64,Ghanaian,‒,‒,James Kwesi Appiah,K. APPIAH,6/30/1960,237892,,,,,FALSE,73,AUDENEAW,オードゥニュー,F. BEATON,フリップ ビートン,弗利普·比顿,PES2021,PES2020,PES2019,,,,PES2015
348,131420,262492,393564,234,Slovak,‒,‒,Ján Kozák,,4/22/1980,38045,,"J. KOZÁK
J. KOZAK","ヤン コザーク
ヤン コザック",,TRUE,77,KABADAK,カバダク,L. ARUNDEL,レスリー アランデル,,,,PES2019,PES2018,PES2017,PES2016,PES2015
349,131421,262493,393565,147,Chilean,‒,‒,Hugo Alejandro Héctor Vilches Manuguian,,2/27/1969,280943,,H. VILCHES,"ウーゴ ビルチェス
ビルチェス",,TRUE,64,,,"A. DE LA VEGA
F. ARANZABAL","アルバール デ ラ ベガ
フランシスコ アランサバル",阿尔瓦·德拉维加,,PES2020,PES2019,PES2018,PES2017,PES2016,
